5.
     0.000     6.100     3.800 
     0.500     6.100     4.000 
     1.000     6.200     4.200 
     1.500     6.200     4.400
     2.000     6.400     4.800 
     3.000     6.400     5.200 
     4.000     6.500     5.600 
     6.000     6.500     6.280 
     8.000     6.600     6.890 
    38.000     6.600     7.400 
    40.000     7.100     7.760 
    48.000     7.100     7.940 
    58.000     7.600     8.340  
